# gyro bias rad/s: -0.07171,0.00946,-0.04665
# t_ms,yaw_deg,pitch_deg,roll_deg,range_mm,ok
375974,-27.69,88.18,-138.32,101,0
375984,-27.69,88.18,-138.25,101,0
375994,-27.69,88.17,-138.29,101,0
376004,-27.69,88.17,-138.28,101,0
376014,-27.69,88.17,-138.35,101,0
376024,-27.69,88.17,-138.27,101,0
376034,-27.69,88.17,-138.22,101,0
376044,-27.69,88.17,-138.26,101,0
376054,-27.69,88.17,-138.28,101,0
376064,-27.69,88.17,-138.27,101,0
376074,-27.69,88.17,-138.34,101,0
376084,-27.69,88.17,-138.47,101,0
376094,-27.69,88.17,-138.60,101,0
376104,-27.69,88.17,-138.61,101,0
376114,-27.69,88.17,-138.64,101,0
376128,-27.69,88.17,-138.72,101,0
376134,-27.69,88.17,-138.57,101,0
376144,-27.69,88.17,-138.57,101,0
376154,-27.69,88.17,-138.55,101,0
376164,-27.69,88.17,-138.46,101,0
376174,-27.69,88.17,-138.40,101,0
376184,-27.69,88.17,-138.42,101,0
376194,-27.69,88.17,-138.29,101,0
376204,-27.69,88.17,-138.24,101,0
376214,-27.69,88.17,-138.23,101,0
376224,-27.69,88.17,-138.31,101,0
376234,-27.69,88.17,-138.29,101,0
376244,-27.69,88.17,-138.30,101,0
376254,-27.69,88.17,-138.27,101,0
376264,-27.69,88.17,-138.33,101,0
376274,-27.69,88.17,-138.32,101,0
376284,-27.69,88.17,-138.29,101,0
376294,-27.69,88.17,-138.28,101,0
376304,-27.69,88.17,-138.32,101,0
376314,-27.69,88.16,-138.34,101,0
376328,-27.69,88.16,-138.42,101,0
376334,-27.69,88.16,-138.43,101,0
376344,-27.69,88.16,-138.49,101,0
376354,-27.69,88.16,-138.48,101,0
376364,-27.69,88.17,-138.51,101,0
376374,-27.69,88.17,-138.46,101,0
376384,-27.69,88.17,-138.45,101,0
376394,-27.69,88.17,-138.50,101,0
376404,-27.69,88.17,-138.48,101,0
376414,-27.69,88.17,-138.43,101,0
376424,-27.69,88.17,-138.41,101,0
376434,-27.69,88.16,-138.47,101,0
376444,-27.69,88.16,-138.54,101,0
376454,-27.69,88.16,-138.52,101,0
376464,-27.69,88.16,-138.58,101,0
376474,-27.69,88.16,-138.54,101,0
376484,-27.69,88.16,-138.48,101,0
376494,-27.69,88.17,-138.45,101,0
376504,-27.69,88.17,-138.38,101,0
376514,-27.69,88.16,-138.23,101,0
376528,-27.69,88.17,-138.26,101,0
376534,-27.69,88.17,-138.34,101,0
376544,-27.69,88.17,-138.34,101,0
376554,-27.69,88.17,-138.27,101,0
376564,-27.69,88.17,-138.20,101,0
376574,-27.69,88.17,-138.29,101,0
376584,-27.69,88.18,-138.28,101,0
376594,-27.69,88.18,-138.24,101,0
376604,-27.69,88.18,-138.20,101,0
376614,-27.69,88.18,-138.29,101,0
376624,-27.69,88.18,-138.30,101,0
376634,-27.69,88.18,-138.26,101,0
376644,-27.69,88.18,-138.28,101,0
376654,-27.69,88.18,-138.22,101,0
376664,-27.69,88.18,-138.07,101,0
376674,-27.69,88.18,-138.20,101,0
376684,-27.69,88.17,-138.22,101,0
376694,-27.69,88.17,-138.23,101,0
376704,-27.69,88.16,-138.32,101,0
376714,-27.69,88.16,-138.35,101,0
376728,-27.69,88.16,-138.34,101,0
376734,-27.69,88.16,-138.35,101,0
376744,-27.69,88.16,-138.25,101,0
376754,-27.69,88.15,-138.26,101,0
376764,-27.69,88.15,-138.28,101,0
376774,-27.69,88.15,-138.30,101,0
376784,-27.69,88.15,-138.37,101,0
376794,-27.69,88.15,-138.37,101,0
376804,-27.69,88.15,-138.37,101,0
376814,-27.69,88.16,-138.35,101,0
376824,-27.69,88.16,-138.28,101,0
376834,-27.69,88.16,-138.20,101,0
376844,-27.69,88.16,-138.22,101,0
376854,-27.69,88.16,-138.21,101,0
376864,-27.69,88.16,-138.06,101,0
376874,-27.69,88.16,-138.02,101,0
376884,-27.69,88.16,-137.99,101,0
376894,-27.69,88.16,-137.87,101,0
376904,-27.69,88.16,-137.87,101,0
376914,-27.69,88.16,-137.82,101,0
376928,-27.69,88.16,-137.78,101,0
376934,-27.69,88.16,-137.80,101,0
376944,-27.69,88.16,-137.76,101,0
376954,-27.69,88.16,-137.62,101,0
376964,-27.69,88.16,-137.54,101,0
376974,-27.69,88.16,-137.58,101,0
376984,-27.69,88.16,-137.66,101,0
376994,-27.69,88.16,-137.64,101,0
377004,-27.69,88.16,-137.71,101,0
377014,-27.69,88.17,-137.75,101,0
377024,-27.69,88.16,-137.67,101,0
377034,-27.69,88.17,-137.65,101,0
377044,-27.69,88.17,-137.66,101,0
377054,-27.69,88.17,-137.63,101,0
377064,-27.69,88.17,-137.68,101,0
377074,-27.69,88.17,-137.73,101,0
377084,-27.69,88.17,-137.82,101,0
377094,-27.69,88.16,-137.94,101,0
377104,-27.69,88.17,-137.93,101,0
377114,-27.69,88.17,-137.95,101,0
377128,-27.69,88.18,-137.89,101,0
377135,-27.69,88.18,-137.90,101,0
377145,-27.69,88.18,-137.96,101,0
377155,-27.69,88.18,-137.94,101,0
377165,-27.69,88.18,-138.09,101,0
377175,-27.69,88.18,-138.07,101,0
377185,-27.69,88.18,-138.05,101,0
377195,-27.69,88.18,-138.05,101,0
377205,-27.69,88.18,-138.01,101,0
377215,-27.69,88.18,-137.99,101,0
377225,-27.69,88.18,-137.98,101,0
377235,-27.69,88.18,-137.85,101,0
377245,-27.69,88.18,-137.89,101,0
377255,-27.69,88.18,-137.85,101,0
377265,-27.69,88.18,-137.80,101,0
377275,-27.69,88.18,-137.81,101,0
377285,-27.69,88.18,-137.79,101,0
377295,-27.69,88.18,-137.81,101,0
377305,-27.69,88.19,-137.74,101,0
377315,-27.69,88.19,-137.84,101,0
377328,-27.69,88.19,-137.86,101,0
377335,-27.69,88.18,-137.90,101,0
377345,-27.69,88.18,-137.93,101,0
377355,-27.69,88.18,-138.03,101,0
377365,-27.69,88.18,-138.02,101,0
377375,-27.69,88.18,-137.95,101,0
377385,-27.69,88.18,-137.95,101,0
377395,-27.69,88.18,-137.95,101,0
377405,-27.69,88.18,-137.89,101,0
377415,-27.69,88.18,-137.94,101,0
377425,-27.69,88.18,-137.91,101,0
377435,-27.69,88.19,-137.96,101,0
377445,-27.69,88.19,-138.05,101,0
377455,-27.69,88.20,-137.96,101,0
377465,-27.69,88.19,-138.05,101,0
377475,-27.69,88.19,-137.74,101,0
377485,-27.69,88.19,-137.77,101,0
377495,-27.69,88.19,-137.91,101,0
377505,-27.69,88.19,-138.03,101,0
377515,-27.69,88.19,-138.08,101,0
377528,-27.69,88.18,-138.13,101,0
377535,-27.69,88.18,-138.19,101,0
377545,-27.69,88.19,-138.19,101,0
377555,-27.69,88.19,-138.33,101,0
377565,-27.69,88.20,-138.36,101,0
377575,-27.69,88.20,-138.29,101,0
377585,-27.69,88.19,-138.22,101,0
377595,-27.69,88.19,-138.11,101,0
377605,-27.69,88.19,-138.07,101,0
377615,-27.69,88.19,-138.11,101,0
377625,-27.69,88.20,-138.17,101,0
377635,-27.69,88.20,-138.10,101,0
377645,-27.69,88.20,-138.10,101,0
377655,-27.69,88.20,-138.17,101,0
377665,-27.69,88.20,-138.19,101,0
377675,-27.69,88.20,-138.24,101,0
377685,-27.69,88.20,-138.20,101,0
377695,-27.69,88.19,-138.22,101,0
377705,-27.69,88.19,-138.31,101,0
377715,-27.69,88.18,-138.43,101,0
377728,-27.69,88.18,-138.38,101,0
377735,-27.69,88.18,-138.36,101,0
377745,-27.69,88.18,-138.19,101,0
377755,-27.69,88.18,-138.21,101,0
377765,-27.69,88.18,-138.27,101,0
377775,-27.69,88.18,-138.13,101,0
377785,-27.69,88.18,-138.11,101,0
377795,-27.69,88.18,-138.27,101,0
377805,-27.69,88.17,-138.37,101,0
377815,-27.69,88.17,-138.38,101,0
377825,-27.69,88.17,-138.40,101,0
377835,-27.69,88.17,-138.38,101,0
377845,-27.69,88.17,-138.27,101,0
377855,-27.69,88.17,-138.22,101,0
377865,-27.69,88.17,-138.20,101,0
377875,-27.69,88.17,-138.26,101,0
377885,-27.69,88.17,-138.34,101,0
377895,-27.69,88.16,-138.44,101,0
377905,-27.69,88.16,-138.32,101,0
377915,-27.69,88.16,-138.39,101,0
377928,-27.69,88.16,-138.46,101,0
377935,-27.69,88.16,-138.49,101,0
377945,-27.69,88.17,-138.59,101,0
377955,-27.69,88.17,-138.53,101,0
377965,-27.69,88.16,-138.36,101,0
377975,-27.69,88.16,-138.26,101,0
377985,-27.69,88.16,-138.38,101,0
377995,-27.69,88.16,-138.40,101,0
378005,-27.69,88.16,-138.42,101,0
378015,-27.69,88.15,-138.57,101,0
378025,-27.69,88.15,-138.51,101,0
378035,-27.69,88.15,-138.46,101,0
378045,-27.69,88.15,-138.37,101,0
378055,-27.69,88.15,-138.33,101,0
378065,-27.69,88.15,-138.37,101,0
378075,-27.69,88.15,-138.37,101,0
378085,-27.69,88.14,-138.30,101,0
378095,-27.69,88.14,-138.04,101,0
378105,-27.69,88.15,-137.87,101,0
378115,-27.69,88.16,-138.25,101,0
378128,-27.69,88.17,-138.87,101,0
378135,-27.69,88.18,-139.00,101,0
378145,-27.69,88.17,-138.70,101,0
378155,-27.69,88.17,-138.52,101,0
378165,-27.69,88.16,-138.63,101,0
378175,-27.69,88.16,-138.97,101,0
378185,-27.69,88.16,-138.96,101,0
378195,-27.69,88.16,-138.83,101,0
378205,-27.69,88.16,-138.96,101,0
378215,-27.69,88.17,-139.17,101,0
378225,-27.69,88.17,-139.04,101,0
378235,-27.69,88.17,-139.03,101,0
378245,-27.69,88.16,-139.00,101,0
378255,-27.69,88.16,-138.89,101,0
378265,-27.69,88.17,-138.88,101,0
378275,-27.69,88.17,-139.09,101,0
378285,-27.69,88.16,-139.22,101,0
378295,-27.69,88.16,-139.12,101,0
378305,-27.69,88.16,-139.21,101,0
378315,-27.69,88.16,-139.14,101,0
378328,-27.69,88.17,-139.03,101,0
378335,-27.69,88.17,-138.98,101,0
378345,-27.69,88.17,-138.92,101,0
378355,-27.69,88.17,-138.91,101,0
378365,-27.69,88.17,-138.82,101,0
378375,-27.69,88.17,-138.72,101,0
378385,-27.69,88.17,-138.75,101,0
378395,-27.69,88.17,-138.86,101,0
378405,-27.69,88.17,-138.88,101,0
378415,-27.69,88.16,-138.85,101,0
378425,-27.69,88.16,-138.88,101,0
378435,-27.69,88.17,-138.67,101,0
378445,-27.69,88.17,-138.47,101,0
378455,-27.69,88.17,-138.39,101,0
378465,-27.69,88.17,-138.41,101,0
378475,-27.69,88.17,-138.27,101,0
378485,-27.69,88.17,-138.81,101,0
378495,-27.69,88.16,-139.32,101,0
378505,-27.69,88.18,-139.92,101,0
378515,-27.69,88.19,-133.71,101,0
378528,-27.69,88.20,-127.57,101,0
378535,-27.69,88.17,-127.45,101,0
378545,-27.69,88.12,-127.14,101,0
378555,-27.69,88.11,-126.75,101,0
378565,-27.69,88.13,-120.75,101,0
378575,-27.69,88.11,-114.91,101,0
378585,-27.69,88.11,-115.32,101,0
378595,-27.69,88.11,-114.57,101,0
378605,-27.69,88.12,-114.62,101,0
378615,-27.69,88.11,-115.38,101,0
378625,-27.69,88.11,-116.32,101,0
378635,-27.69,88.11,-116.80,101,0
378645,-27.69,88.10,-116.79,101,0
378655,-27.69,88.10,-116.90,101,0
378665,-27.69,88.10,-117.74,101,0
378675,-27.69,88.11,-118.57,101,0
378685,-27.69,88.11,-119.11,101,0
378695,-27.69,88.10,-119.39,101,0
378705,-27.69,88.10,-119.71,101,0
378715,-27.69,88.10,-119.96,101,0
378728,-27.69,88.11,-120.16,101,0
378735,-27.69,88.12,-120.44,101,0
378745,-27.69,88.12,-120.93,101,0
378755,-27.69,88.13,-121.17,101,0
378765,-27.69,88.13,-121.48,101,0
378775,-27.69,88.13,-121.83,101,0
378785,-27.69,88.13,-122.24,101,0
378795,-27.69,88.12,-122.55,101,0
378805,-27.69,88.12,-122.55,101,0
378815,-27.69,88.13,-122.86,101,0
378825,-27.69,88.13,-123.29,101,0
378835,-27.69,88.13,-123.77,101,0
378845,-27.69,88.13,-124.19,101,0
378855,-27.69,88.13,-124.35,101,0
378865,-27.69,88.13,-124.66,101,0
378875,-27.69,88.13,-125.03,101,0
378885,-27.69,88.13,-125.38,101,0
378895,-27.69,88.14,-125.70,101,0
378905,-27.69,88.14,-126.02,101,0
378915,-27.69,88.14,-126.27,101,0
378928,-27.69,88.14,-126.55,101,0
378935,-27.69,88.14,-126.81,101,0
378945,-27.69,88.13,-127.09,101,0
378955,-27.69,88.13,-127.37,101,0
378965,-27.69,88.13,-127.63,101,0
378975,-27.69,88.14,-127.90,101,0
378985,-27.69,88.14,-128.21,101,0
378995,-27.69,88.14,-128.29,101,0
379005,-27.69,88.14,-128.44,101,0
379015,-27.69,88.14,-128.60,101,0
379025,-27.69,88.14,-128.97,101,0
379035,-27.69,88.15,-129.32,101,0
379045,-27.69,88.14,-129.71,101,0
379055,-27.69,88.14,-129.92,101,0
379065,-27.69,88.13,-130.12,101,0
379075,-27.69,88.13,-130.36,101,0
379085,-27.69,88.13,-130.40,101,0
379095,-27.69,88.12,-130.56,101,0
379105,-27.69,88.13,-130.69,101,0
379115,-27.69,88.13,-130.74,101,0
379128,-27.69,88.14,-130.85,101,0
379135,-27.69,88.14,-131.05,101,0
379145,-27.69,88.14,-131.29,101,0
379155,-27.69,88.14,-131.30,101,0
379165,-27.69,88.14,-131.23,101,0
379175,-27.69,88.14,-131.34,101,0
379185,-27.69,88.14,-131.55,101,0
379195,-27.69,88.15,-131.75,101,0
379205,-27.69,88.15,-131.81,101,0
379215,-27.69,88.15,-131.84,101,0
379225,-27.69,88.15,-132.09,101,0
379235,-27.69,88.15,-132.30,101,0
379245,-27.69,88.15,-132.51,101,0
379255,-27.69,88.15,-132.71,101,0
379265,-27.69,88.15,-132.84,101,0
379275,-27.69,88.15,-133.00,101,0
379285,-27.69,88.15,-133.14,101,0
379295,-27.69,88.15,-133.26,101,0
379305,-27.69,88.15,-133.35,101,0
379315,-27.69,88.15,-133.34,101,0
379328,-27.69,88.16,-133.49,101,0
379335,-27.69,88.16,-133.56,101,0
379345,-27.69,88.16,-133.75,101,0
379355,-27.69,88.16,-133.91,101,0
379365,-27.69,88.16,-133.96,101,0
379375,-27.69,88.16,-134.11,101,0
379385,-27.69,88.16,-134.13,101,0
379395,-27.69,88.16,-134.17,101,0
379405,-27.69,88.16,-134.24,101,0
379415,-27.69,88.16,-134.33,101,0
379425,-27.69,88.17,-134.43,101,0
379435,-27.69,88.17,-134.41,101,0
379445,-27.69,88.17,-134.53,101,0
379455,-27.69,88.17,-134.62,101,0
379465,-27.69,88.18,-134.80,101,0
379475,-27.69,88.18,-135.04,101,0
379485,-27.69,88.18,-135.25,101,0
379495,-27.69,88.17,-135.19,101,0
379505,-27.69,88.17,-135.26,101,0
379515,-27.69,88.17,-135.37,101,0
379528,-27.69,88.17,-135.64,101,0
379535,-27.69,88.17,-135.84,101,0
379545,-27.69,88.17,-135.83,101,0
379555,-27.69,88.17,-135.78,101,0
379565,-27.69,88.17,-135.81,101,0
379575,-27.69,88.17,-135.68,101,0
379585,-27.69,88.18,-135.66,101,0
379595,-27.69,88.18,-135.62,101,0
379605,-27.69,88.18,-135.80,101,0
379615,-27.69,88.17,-135.95,101,0
379625,-27.69,88.17,-135.93,101,0
379635,-27.69,88.17,-136.11,101,0
379645,-27.69,88.17,-136.13,101,0
379655,-27.69,88.16,-136.27,101,0
379665,-27.69,88.17,-136.26,101,0
379675,-27.69,88.17,-136.22,101,0
379685,-27.69,88.17,-136.23,101,0
379695,-27.69,88.17,-136.30,101,0
379705,-27.69,88.17,-136.40,101,0
379715,-27.69,88.17,-136.50,101,0
379728,-27.69,88.17,-136.58,101,0
379735,-27.69,88.17,-136.73,101,0
379745,-27.69,88.16,-136.78,101,0
379755,-27.69,88.16,-136.76,101,0
379765,-27.69,88.16,-136.68,101,0
379775,-27.69,88.17,-136.62,101,0
379785,-27.69,88.17,-136.63,101,0
379795,-27.69,88.17,-136.61,101,0
379805,-27.69,88.17,-136.66,101,0
379815,-27.69,88.17,-136.60,101,0
379825,-27.69,88.17,-136.60,101,0
379835,-27.69,88.17,-136.75,101,0
379845,-27.69,88.17,-136.87,101,0
379855,-27.69,88.18,-136.82,101,0
379865,-27.69,88.18,-136.72,101,0
379875,-27.69,88.18,-136.72,101,0
379885,-27.69,88.18,-136.83,101,0
379895,-27.69,88.18,-136.80,101,0
379905,-27.69,88.17,-136.83,101,0
379915,-27.69,88.17,-136.90,101,0
379928,-27.69,88.17,-136.99,101,0
379935,-27.69,88.17,-137.07,101,0
379945,-27.69,88.17,-137.15,101,0
379955,-27.69,88.17,-137.13,101,0
379965,-27.69,88.17,-137.03,101,0
379975,-27.69,88.17,-137.00,101,0
379985,-27.69,88.17,-136.97,101,0
379995,-27.69,88.17,-136.91,101,0
380005,-27.69,88.17,-136.88,101,0
380015,-27.69,88.17,-136.93,101,0
380025,-27.69,88.17,-136.90,101,0
380035,-27.69,88.17,-136.90,101,0
380045,-27.69,88.17,-136.97,101,0
380055,-27.69,88.17,-137.14,101,0
380065,-27.69,88.17,-137.17,101,0
380075,-27.69,88.17,-137.19,101,0
380085,-27.69,88.17,-137.30,101,0
380095,-27.69,88.16,-137.44,101,0
380105,-27.69,88.16,-137.48,101,0
380115,-27.69,88.16,-137.54,101,0
380129,-27.69,88.17,-137.57,101,0
380135,-27.69,88.16,-137.57,101,0
380145,-27.69,88.16,-137.66,101,0
380155,-27.69,88.16,-137.70,101,0
380165,-27.69,88.16,-137.72,101,0
380175,-27.69,88.16,-137.77,101,0
380185,-27.69,88.16,-137.80,101,0
380195,-27.69,88.16,-137.78,101,0
380205,-27.69,88.16,-137.82,101,0
380215,-27.69,88.16,-137.87,101,0
380225,-27.69,88.16,-137.91,101,0
380235,-27.69,88.16,-137.98,101,0
380245,-27.69,88.16,-138.03,101,0
380255,-27.69,88.16,-138.04,101,0
380265,-27.69,88.16,-138.13,101,0
380275,-27.69,88.16,-138.25,101,0
380285,-27.69,88.16,-138.30,101,0
380295,-27.69,88.16,-138.27,101,0
380305,-27.69,88.16,-138.14,101,0
380315,-27.69,88.17,-138.10,101,0
380329,-27.69,88.17,-138.17,101,0
380335,-27.69,88.17,-138.20,101,0
380345,-27.69,88.18,-138.08,101,0
380355,-27.69,88.18,-138.11,101,0
380365,-27.69,88.17,-138.05,101,0
380375,-27.69,88.17,-137.99,101,0
380385,-27.69,88.17,-138.11,101,0
380395,-27.69,88.17,-137.98,101,0
380405,-27.69,88.17,-138.08,101,0
380415,-27.69,88.17,-137.76,101,0
380425,-27.69,88.17,-137.79,101,0
380435,-27.69,88.17,-137.69,101,0
380445,-27.69,88.17,-137.80,101,0
380455,-27.69,88.17,-137.78,101,0
380465,-27.69,88.17,-137.84,101,0
380475,-27.69,88.18,-137.93,101,0
380485,-27.69,88.17,-138.03,101,0
380495,-27.69,88.17,-138.04,101,0
380505,-27.69,88.17,-137.90,101,0
380515,-27.69,88.18,-137.91,101,0
380529,-27.69,88.18,-137.85,101,0
380535,-27.69,88.18,-137.99,101,0
380545,-27.69,88.18,-137.96,101,0
380555,-27.69,88.18,-137.93,101,0
380565,-27.69,88.18,-137.91,101,0
380575,-27.69,88.18,-138.03,101,0
380585,-27.69,88.18,-138.05,101,0
380595,-27.69,88.17,-138.08,101,0
380605,-27.69,88.17,-138.15,101,0
380615,-27.69,88.17,-138.16,101,0
380625,-27.69,88.17,-138.16,101,0
380635,-27.69,88.17,-138.13,101,0
380645,-27.69,88.17,-138.11,101,0
380655,-27.69,88.17,-138.01,101,0
380665,-27.69,88.17,-137.94,101,0
380675,-27.69,88.17,-137.98,101,0
380685,-27.69,88.17,-137.98,101,0
380695,-27.69,88.17,-137.90,101,0
380705,-27.69,88.17,-137.89,101,0
380715,-27.69,88.17,-137.93,101,0
380729,-27.69,88.17,-138.12,101,0
380735,-27.69,88.17,-138.15,101,0
380745,-27.69,88.16,-138.20,101,0
380755,-27.69,88.16,-138.14,101,0
380765,-27.69,88.17,-138.06,101,0
380775,-27.69,88.17,-138.09,101,0
380785,-27.69,88.17,-138.22,101,0
380795,-27.69,88.17,-138.23,101,0
380805,-27.69,88.17,-138.36,101,0
380815,-27.69,88.17,-138.29,101,0
380825,-27.69,88.16,-138.34,101,0
380835,-27.69,88.17,-138.39,101,0
380845,-27.69,88.17,-138.39,101,0
380855,-27.69,88.17,-138.40,101,0
380865,-27.69,88.17,-138.35,101,0
380875,-27.69,88.17,-138.24,101,0
380885,-27.69,88.17,-138.26,101,0
380895,-27.69,88.17,-138.25,101,0
380905,-27.69,88.16,-138.40,101,0
380915,-27.69,88.16,-138.52,101,0
380929,-27.69,88.17,-138.47,101,0
380935,-27.69,88.16,-138.49,101,0
380945,-27.69,88.17,-138.52,101,0
380955,-27.69,88.17,-138.58,101,0
380965,-27.69,88.17,-138.54,101,0
380975,-27.69,88.17,-138.62,101,0
380985,-27.69,88.17,-138.68,101,0
380995,-27.69,88.17,-138.69,101,0
381005,-27.69,88.17,-138.74,101,0
381015,-27.69,88.17,-138.74,101,0
381025,-27.69,88.17,-138.67,101,0
381035,-27.69,88.17,-138.66,101,0
381045,-27.69,88.16,-138.60,101,0
381055,-27.69,88.16,-138.58,101,0
381065,-27.69,88.16,-138.66,101,0
381075,-27.69,88.16,-138.65,101,0
381085,-27.69,88.16,-138.69,101,0
381095,-27.69,88.16,-138.62,101,0
381105,-27.69,88.16,-138.56,101,0
381115,-27.69,88.16,-138.56,101,0
381129,-27.69,88.16,-138.57,101,0
381135,-27.69,88.16,-138.50,101,0
381145,-27.69,88.16,-138.48,101,0
381155,-27.69,88.16,-138.55,101,0
381165,-27.69,88.16,-138.57,101,0
381175,-27.69,88.16,-138.58,101,0
381185,-27.69,88.16,-138.57,101,0
381195,-27.69,88.16,-138.71,101,0
381205,-27.69,88.16,-138.70,101,0
381215,-27.69,88.16,-138.63,101,0
381225,-27.69,88.16,-138.57,101,0
381235,-27.69,88.16,-138.49,101,0
381245,-27.69,88.16,-138.51,101,0
381255,-27.69,88.16,-138.51,101,0
381265,-27.69,88.16,-138.54,101,0
381275,-27.69,88.16,-138.59,101,0
381285,-27.69,88.16,-138.50,101,0
381295,-27.69,88.16,-138.53,101,0
381305,-27.69,88.16,-138.51,101,0
381315,-27.69,88.16,-138.46,101,0
381329,-27.69,88.16,-138.44,101,0
381335,-27.69,88.16,-138.36,101,0
381345,-27.69,88.16,-138.38,101,0
381355,-27.69,88.16,-138.51,101,0
381365,-27.69,88.16,-138.51,101,0
381375,-27.69,88.15,-138.55,101,0
381385,-27.69,88.14,-138.60,101,0
381395,-27.69,88.14,-138.64,101,0
381405,-27.69,88.14,-138.64,101,0
381415,-27.69,88.15,-138.63,101,0
381425,-27.69,88.15,-138.72,101,0
381435,-27.69,88.15,-138.75,101,0
381445,-27.69,88.15,-138.76,101,0
381455,-27.69,88.15,-138.83,101,0
381465,-27.69,88.15,-138.85,101,0
381475,-27.69,88.15,-138.76,101,0
381485,-27.69,88.15,-138.78,101,0
381495,-27.69,88.15,-138.76,101,0
381505,-27.69,88.15,-138.75,101,0
381515,-27.69,88.15,-138.81,101,0
381529,-27.69,88.15,-138.83,101,0
381535,-27.69,88.15,-138.84,101,0
381545,-27.69,88.15,-138.77,101,0
381555,-27.69,88.15,-138.88,101,0
381565,-27.69,88.15,-138.82,101,0
381575,-27.69,88.15,-138.80,101,0
381585,-27.69,88.15,-138.70,101,0
381595,-27.69,88.15,-138.68,101,0
381605,-27.69,88.15,-138.59,101,0
381615,-27.69,88.15,-138.48,101,0
381625,-27.69,88.15,-138.51,101,0
381635,-27.69,88.15,-138.50,101,0
381645,-27.69,88.15,-138.44,101,0
381655,-27.69,88.15,-138.50,101,0
381665,-27.69,88.15,-138.46,101,0
381675,-27.69,88.15,-138.38,101,0
381685,-27.69,88.16,-138.38,101,0
381695,-27.69,88.15,-138.43,101,0
381705,-27.69,88.15,-138.45,101,0
381715,-27.69,88.16,-138.50,101,0
381729,-27.69,88.15,-138.56,101,0
381735,-27.69,88.15,-138.52,101,0
381745,-27.69,88.16,-138.50,101,0
381755,-27.69,88.16,-138.49,101,0
381765,-27.69,88.16,-138.52,101,0
381775,-27.69,88.16,-138.62,101,0
381785,-27.69,88.17,-138.63,101,0
381795,-27.69,88.17,-138.69,101,0
381805,-27.69,88.17,-138.69,101,0
381815,-27.69,88.17,-138.61,101,0
381825,-27.69,88.17,-138.58,101,0
381835,-27.69,88.17,-138.62,101,0
381845,-27.69,88.17,-138.57,101,0
381855,-27.69,88.17,-138.61,101,0
381866,-27.69,88.17,-138.54,101,0
381875,-27.69,88.17,-138.58,101,0
381886,-27.69,88.17,-138.57,101,0
381896,-27.69,88.17,-138.68,101,0
381906,-27.69,88.17,-138.73,101,0
381916,-27.69,88.17,-138.69,101,0
381929,-27.69,88.17,-138.65,101,0
381936,-27.69,88.18,-138.68,101,0
381946,-27.69,88.17,-138.58,101,0
381956,-27.69,88.17,-138.52,101,0
381966,-27.69,88.18,-138.44,101,0
381976,-27.69,88.18,-138.43,101,0
381986,-27.69,88.18,-138.39,101,0
381996,-27.69,88.18,-138.32,101,0
382006,-27.69,88.18,-138.48,101,0
382016,-27.69,88.18,-138.52,101,0
382026,-27.69,88.18,-138.59,101,0
382036,-27.69,88.18,-138.59,101,0
382046,-27.69,88.18,-138.53,101,0
382056,-27.69,88.18,-138.46,101,0
382066,-27.69,88.18,-138.54,101,0
382076,-27.69,88.18,-138.53,101,0
382086,-27.69,88.18,-138.66,101,0
382096,-27.69,88.18,-138.62,101,0
382106,-27.69,88.18,-138.65,101,0
382116,-27.69,88.18,-138.66,101,0
382129,-27.69,88.18,-138.60,101,0
382136,-27.69,88.18,-138.58,101,0
382146,-27.69,88.18,-138.49,101,0
382156,-27.69,88.18,-138.44,101,0
382166,-27.69,88.18,-138.30,101,0
382176,-27.69,88.18,-138.48,101,0
382186,-27.69,88.18,-138.51,101,0
382196,-27.69,88.18,-138.57,101,0
382206,-27.69,88.18,-138.61,101,0
382216,-27.69,88.18,-138.63,101,0
382226,-27.69,88.18,-138.62,101,0
382236,-27.69,88.18,-138.59,101,0
382246,-27.69,88.18,-138.50,101,0
382256,-27.69,88.19,-138.46,101,0
382266,-27.69,88.18,-138.52,101,0
382276,-27.69,88.18,-138.55,101,0
382286,-27.69,88.18,-138.73,101,0
382296,-27.69,88.18,-138.73,101,0
382306,-27.69,88.18,-138.77,101,0
382316,-27.69,88.18,-138.77,101,0
382329,-27.69,88.18,-138.80,101,0
382336,-27.69,88.18,-138.87,101,0
382346,-27.69,88.18,-138.84,101,0
382356,-27.69,88.18,-138.92,101,0
382366,-27.69,88.18,-139.01,101,0
382376,-27.69,88.17,-139.04,101,0
382386,-27.69,88.17,-139.09,101,0
382396,-27.69,88.17,-139.15,101,0
382406,-27.69,88.17,-139.26,101,0
382416,-27.69,88.17,-139.26,101,0
382426,-27.69,88.16,-139.14,101,0
382436,-27.69,88.16,-139.17,101,0
382446,-27.69,88.16,-139.21,101,0
382456,-27.69,88.16,-139.30,101,0
382466,-27.69,88.16,-139.30,101,0
382476,-27.69,88.16,-139.32,101,0
382486,-27.69,88.16,-139.42,101,0
382496,-27.69,88.17,-139.48,101,0
382506,-27.69,88.17,-139.52,101,0
382516,-27.69,88.17,-139.51,101,0
382529,-27.69,88.16,-139.58,101,0
382536,-27.69,88.17,-139.54,101,0
382546,-27.69,88.17,-139.63,101,0
382556,-27.69,88.17,-139.52,101,0
382566,-27.69,88.17,-139.50,101,0
382576,-27.69,88.17,-139.43,101,0
382586,-27.69,88.18,-139.38,101,0
382596,-27.69,88.19,-139.13,101,0
